Name,Department,Rating,Difficulty,Number of Reviews,Would Take Again
Ugo Nwokeji,African-American Studies,3.1,2.5,29.0,45%
Jennifer Listgarten,Computer Science,2.6,3.6,8.0,50%
Ricardo Nino,City  Regional Planning,4.3,3.8,21.0,95%
Griselda Mora,Sociology,,,,
Daniel Pirutinsky,Industrial Engineering,1.8,3.3,6.0,0%
William  Thompson,Psychology,5.0,1.0,2.0,100%
lisa Knox,Legal Studies,,,,
Lisa Margerum,Biology,,,,
Jarrell  Chua,Theatre & Dance,5.0,1.5,2.0,100%
Dimitrios Konstantinidis,Civil & Environmental Engineering,5.0,4.0,1.0,100%
Cristian Ugarte,Economics,5.0,3.0,1.0,100%
Jeff Lessman,Civil Engineering,,,,
Gregory Schoofs,Chemical Engineering,,,,
Kate Heslop,Scandinavian,4.0,3.0,2.0,100%
Coco Auerswald,Public Health,,,,
Matthew Gleeson,Earth & Planetary Sciences,4.0,3.0,1.0,100%
Joel Childers,English,5.0,2.0,1.0,100%
Shalle Leeming,English,,,,
Robin Ball,Biology,4.6,4.0,12.0,100%
Katie Blackford,Chemistry,4.3,3.3,18.0,100%
Peter Marsden,Chemistry,5.3,4.3,191.0,91%
ChengXi Tang,Literature,1.4,3.4,3.0,
Victoria Robertson,Spanish,4.5,3.0,6.0,100%
Carlo Carraro,Chemical Engineering,,,,
Ora Gelley,English,2.9,2.4,7.0,100%
Fatemeh Montazeri,Near Eastern Studies,4.3,2.4,7.0,72%
Anant Sahai,Electrical Engineering,3.6,4.6,69.0,54%
Michael Burawoy,Sociology,5.0,3.5,55.0,100%
Steven Best,English,2.3,3.9,34.0,50%
Jennifer Doudna,Biology,3.5,3.6,27.0,100%
Celine Pallud,Environmental Science,4.4,3.8,3.0,100%
Geri Kerstiens,Chemistry,2.9,3.4,8.0,50%
Richard Ivry,Psychology,4.4,3.5,15.0,80%
Lindsey Lanfersieck,English,5.0,3.0,5.0,100%
Michael Ball,Computer Science,5.0,3.1,11.0,100%
Dana Carney,Business Administration,4.0,2.7,10.0,70%
Michael Cohen,American Studies,4.5,3.0,64.0,85%
Yuriko Miyamoto-Caltabiano,Japanese,5.0,3.0,4.0,100%
Daniel Kelly,History,4.4,3.4,28.0,78%
Paul Vojta,Mathematics,1.9,4.1,82.0,70%
Fei XU,Psychology,2.8,3.9,22.0,100%
Mark Hansen,Civil Engineering,2.1,3.0,8.0,50%
Greg Aponte,Nutrition,3.8,3.0,48.0,58%
Hidetaka Hirota,History,3.3,4.6,22.0,100%
Huma Dar,Electrical Engineering,3.0,3.3,4.0,0%
Seth Lunine,Geography,5.0,3.0,52.0,98%
John Gonzales,Business Administration,2.0,3.5,16.0,0%
Ivo Plsek,Political Science,4.2,3.1,10.0,
Jeffrey Long,Chemistry,4.5,3.7,3.0,100%
Ryan Lundell-Creagh,Psychology,4.8,3.0,6.0,84%
Dave Patterson,Computer Science,2.4,2.9,7.0,100%
Andrew Charman,Physics,3.0,4.6,61.0,60%
Noel Perkins,Mechanical Engineering,5.0,3.0,4.0,100%
Fatmir Haskaj,Sociology,4.3,3.5,26.0,95%
David Romps,Earth & Planetary Sciences,5.0,2.5,88.0,77%
Desiree Fields,Geography,2.5,2.5,2.0,0%
Kristopher Kohler,International Studies,4.5,3.0,8.0,100%
Richard Muller,Physics,4.2,2.0,89.0,
Jordan Brown,Mathematics,5.0,2.0,3.0,100%
Elise Miller,English,2.6,4.2,17.0,30%
Ian Davis,Mass Communications,3.6,3.0,24.0,70%
Grace Lavery,English,4.4,3.6,25.0,77%
Sarah McMains,Engineering,2.0,4.0,48.0,20%
Alex Filippenko,Astronomy,5.0,4.3,300.0,94%
Kevin Smith,East Asian Studies,3.0,4.0,9.0,100%
James Campbell,Economics,5.0,4.0,122.0,84%
Stephen Torres,Engineering,2.1,3.8,14.0,22%
Benjamin Schoefer,Economics,4.4,4.0,15.0,100%
Greg Choy,Ethnic Studies,4.4,2.0,18.0,100%
Oliver Arnold,English,5.0,3.1,24.0,100%
Fai Ma,Engineering,2.1,4.0,25.0,13%
Stephen Bianchi,Economics,2.5,4.5,44.0,47%
Christopher Lowman,Anthropology,5.0,1.9,23.0,100%
Robert Van Houweling,Political Science,3.1,2.4,14.0,50%
Ula Taylor,African-American Studies,4.2,3.0,27.0,100%
Carisa Adamson,Public Health,,,,
Hanan Alexander,Education,,,,
Brittany Arsiniega,Legal Studies,5.0,2.0,1.0,100%
Annaliese  Beery,Biology,4.0,3.8,3.0,100%
Erick Bell,Business Administration,3.5,3.0,4.0,100%
Chi Chan,Chinese,5.0,4.0,1.0,100%
Daniyal Channa,Near Eastern Studies,,,,
Swapan Chaterji,Physics,5.0,3.0,1.0,100%
tiffany chien,Military Affairs,5.0,3.0,1.0,100%
Rebekah Collins,Asian Studies,3.0,3.5,2.0,100%
louise corron,Anthropology,,,,
Eliot D'Silva,English,,,,
Leroy Drummond,Chemistry,,,,
Amir Effat,Spanish,5.0,2.0,1.0,100%
Jennifer Fletcher,Plant Biology,4.0,4.0,2.0,100%
Daena  Funahashi,Anthropology,5.0,3.0,2.0,100%
Alnei Gai,Philosophy,,,,
Sara Gorchoff,Psychology,2.4,2.0,3.0,100%
Sofie Hansen,Scandinavian,5.0,2.0,1.0,100%
Xiaoming Hou,Religious Studies,,,,
Alexis Kaminski,Mechanical Engineering,3.0,3.0,1.0,
David  Kyeu,Languages,,,,
Sean Lambert,German,5.0,2.5,2.0,100%
Megan Martik,Molecular/Cellular Biology,5.0,1.5,2.0,100%
Roni Masel,Comparative Literature,4.0,3.0,2.0,
Dipti Nayak,Molecular/Cellular Biology,5.0,3.0,1.0,100%
Arash Ng,Biology,5.0,3.0,2.0,100%
Narges Norouzi,Computer Science,,,,
Sandhyarani Patlolla,Economics,,,,
Steven Sexton,Economics,2.1,4.0,15.0,100%
Niku Sharei,Sociology,,,,
Matthew Shelton,International Studies,,,,
Sarah Stanley,Public Health,,,,
Laura Sterponi,Education,5.0,1.0,1.0,100%
Ian Swinburne,Molecular/Cellular Biology,,,,
Nicholas Vila Byers,Film,,,,
Edward Wasserman,Journalism,3.4,3.4,4.0,
Ericka  Weissinger,Public Policy,5.0,2.0,1.0,100%
John Wright,Computer Science,5.0,3.0,3.0,100%
Jie Yao,Engineering,2.0,5.0,2.0,
Xihan Yao,Geography,5.0,3.0,1.0,100%
Martin Shapiro,Legal Studies,3.3,2.3,18.0,100%
Satish Rao,Computer Science,2.8,4.6,106.0,52%
Todd Fitch,Business Administration,2.5,4.3,48.0,86%
Phil Ting,Public Policy,5.0,1.0,1.0,100%
Raffy Xie,Chemistry,5.0,2.4,7.0,100%
Hubert Dreyfus,Philosophy,4.0,2.8,45.0,50%
Everett Wetchler,Psychology,2.0,4.0,1.0,
Arun Sharma,Mathematics,5.0,4.5,189.0,92%
Jamie Rector,Civil & Environmental Engineering,3.3,2.1,9.0,100%
Torsor Kotee,Business Administration,1.4,4.1,14.0,23%
Jason Okonofua,Psychology,3.8,3.4,6.0,75%
Patrick Shih,Plant Biology,,,,
Pol Fité Matamoros,Architecture,4.5,3.0,5.0,100%
rohini haar,Public Health,,,,
Michael Needham,Business Administration,2.8,4.6,25.0,100%
Randy Hussong,Art,3.9,3.0,11.0,100%
Paula Plessas,Physical Education,,,,
Michelle Baptiste,Writing,3.0,3.8,71.0,79%
Kunal Cholera,Business Administration,5.0,2.0,3.0,100%
Pat Steenland,Writing,3.9,3.4,28.0,67%
Catherine Fisk,Law,,,,
Enrico Moretti,Economics,3.4,4.5,61.0,47%
Mariane Ferme,Anthropology,2.3,3.3,43.0,65%
Ryan Edwards,Economics,4.9,2.8,15.0,100%
Frederic E. Theunissen,Psychology,3.4,4.1,23.0,100%
Linus Huang,Sociology,3.9,2.8,62.0,75%
Anne Finger,Interdisciplinary Studies,5.0,1.0,1.0,100%
Nicolle Gonzalez,Mathematics,2.0,3.5,2.0,100%
Danielle Stephenson,Literature,,,,
Alan Ross,Political Science,4.0,2.4,99.0,79%
Vernadette Gonzalez,Ethnic Studies,2.0,2.0,1.0,
Thomas Schutzius,Mechanical Engineering,3.0,4.0,1.0,100%
Jeffrey Neaton,Physics,4.0,2.0,1.0,100%
Xiangyi Meng,Economics,1.0,3.0,2.0,
Ron Hassner,Political Science,4.8,2.9,77.0,88%
Peyrin Kao,Computer Science,4.8,3.1,46.0,100%
Norman Sheu,Mathematics,2.8,4.4,73.0,100%
Sytske  Wijnsma,Data Science,2.0,4.0,1.0,
Nancy Carlin,Theatre & Dance,,,,
Marjerin Shipuro,Physics,,,,
Sarah Cramsey,History,,,,
Liliane Koziol,Peace  Conflict Studies,,,,
Grimaldo Grigsby,Art History,,,,
Phillip Stark,Statistics,3.0,3.1,62.0,
Doug Tygar,Computer Science,3.9,3.3,23.0,
Robert Dibble,Engineering,2.5,2.8,10.0,
John Neu,Mathematics,2.7,3.1,51.0,
Aurelie Vialette,Spanish,4.4,3.5,10.0,100%
Mary Grover,English,3.9,4.1,4.0,100%
Benjamin Recht,Electrical Engineering,3.5,3.0,2.0,50%
Andreas Mueller,Mathematics,1.9,4.3,7.0,15%
Michael Hutchings,Mathematics,4.0,2.9,72.0,59%
Yury Kolomensky,Physics,3.3,3.4,39.0,100%
Robin Einhorn,History,4.4,2.8,124.0,91%
Scott Foglesong,Music,4.5,2.8,28.0,84%
Paul Li,Cognitive Science,5.0,2.5,24.0,89%
Kristin Sangren,Sociology,,,,
Trina Thompson,Ethnic Studies,2.8,4.2,8.0,25%
Rupinder Kaur,French,5.0,3.5,2.0,100%
Timothy Bowles,Environ. Sci. Policy amp Mgmt.,4.5,3.5,13.0,92%
Hakeem Naim,History,3.6,2.8,5.0,60%
Jon Steinsson,Economics,4.9,3.6,9.0,100%
Nancy Weston,Rhetoric,3.1,5.0,30.0,50%
Yuchen Mao,Mathematics,,,,
Juliet Kunkel,English,4.0,1.5,3.0,100%
Burkhard Militzer,Astronomy,3.3,4.0,17.0,100%
Daniel Fisher,Anthropology,2.1,3.9,40.0,89%
Carlos Bustamante,Physics,3.5,4.3,16.0,56%
Theodore Kacznski,Mathematics,5.0,4.1,6.0,100%
Andrew Bray,Statistics,4.4,3.0,22.0,100%
Tim King,Sociology,2.8,2.3,18.0,
Chris Manon,Mathematics,3.1,3.1,9.0,
Mark Wolfe,Urban Design & Development,2.9,2.8,9.0,
Julia Hastings,Sociology,2.9,3.1,7.0,
Ying Yang,Chinese,4.8,2.9,19.0,
Arkady Alexeev,Languages,5.0,1.5,12.0,
Ronald Lee,Economics,4.0,1.9,15.0,
Carla Hudson-Kam,Psychology,2.8,3.2,13.0,
Montgomery Slatkin,Biology,3.6,2.6,34.0,
David Dornfeld,Engineering,2.9,2.9,8.0,
Saba Mahmood,Anthropology,4.0,2.5,13.0,
Marian Feldman,Near Eastern Studies,4.7,2.5,11.0,
Irum Shiekh,Ethnic Studies,3.6,2.0,6.0,
Roy Caldwell,Biology,2.5,3.6,16.0,
Connie Chang - Hasnain,Electrical Engineering,2.4,3.0,19.0,
Christine Quinan,French,4.8,2.4,5.0,
David Zywina,Mathematics,4.5,2.8,4.0,
Thomas Philippi,Engineering,4.6,3.0,7.0,
T.J. Clark,Art History,3.1,3.7,6.0,
Dorri Beam,English,2.2,3.9,7.0,
Margaret Conkey,Anthropology,3.3,2.5,43.0,
Trond Petersen,Sociology,3.5,2.1,25.0,
Anne Wagner,Art History,3.8,3.0,7.0,
Barrie Roberts,English,4.8,2.3,3.0,
Kate Mattson,Theatre & Dance,3.6,2.8,4.0,
Margaret Anderson,History,4.0,2.9,36.0,
Thomas Marschak,Business Administration,2.5,2.5,17.0,
Ron Loewinsohn,English,3.2,3.5,12.0,
Jan M. Rabaey,Electrical Engineering,1.5,3.5,4.0,
Claire Kramsch,German,4.7,3.1,22.0,
Philip Cowan,Psychology,5.0,4.0,1.0,
George Akerlof,Economics,4.5,2.0,1.0,
Margetta Lovell,Architecture,,,,
Edwin Lin,Sociology,4.9,3.0,61.0,93%
Ron Amundson,Environmental Science,4.3,2.3,48.0,100%
Gordon Frankie,Environmental Science,2.7,2.9,10.0,50%
Merav Singer,Music,1.0,3.0,5.0,0%
Alanna Schepartz,Chemistry,4.0,4.4,11.0,78%
Devin Leigh,International Studies,5.0,3.3,15.0,100%
Michael Mascarenhas,Environ. Sci. Policy & Mgmt.,1.9,3.5,5.0,100%
Olga Holtz,Mathematics,3.1,4.8,62.0,62%
Kathryn De Master,Environ. Sci. Policy  Mgmt.,4.5,2.3,10.0,89%
Alex Saum-Pascual,Spanish,5.0,2.6,8.0,100%
Ken Goldberg,Industrial Engineering,4.7,2.6,37.0,92%
Hilton Als,English,,,,
Lauren Bartone,Italian,1.0,4.0,1.0,
William Boos,Earth Science,4.8,2.8,7.0,100%
Rizvana Bradley,Film,,,,
Alec Burco,English,,,,
Alec Burko,German,5.0,2.0,1.0,100%
Lain Clark,Engineering,,,,
Karen Draney,Education,2.0,1.0,1.0,
Federico Echenique,Economics,,,,
Eda Er,Music,5.0,1.0,2.0,100%
Samuel Evans,Economics,4.0,2.0,1.0,100%
Gabriel Gomes,Mechanical Engineering,2.6,4.6,5.0,100%
Marco Gonzalez-Navarro,Economics,4.4,3.8,3.0,100%
Jackson Goodman,Mathematics,,,,
Jay Groves,Chemistry,,,,
John Groves,Molecular/Cellular Biology,1.3,5.0,5.0,
Lindsay Harris,Legal Studies,5.0,3.0,1.0,100%
Shari Huhndorff,Ethnic Studies,5.0,2.0,1.0,100%
Stefanie Hutka,Information Systems,5.0,1.0,1.0,100%
Victoria  Huynh,Ethnic Studies,1.0,3.0,2.0,
Ronelle Alexander,Languages,4.0,1.8,8.0,
Joel Rygorsky,Classics,4.0,1.0,1.0,
Alice Medvedev,Mathematics,4.6,3.8,6.0,
Kimberly TallBear,Environ. Sci. Policy & Mgmt.,3.1,3.3,20.0,
Jarred Ghilarducci,Chemical Engineering,4.8,3.3,3.0,
Marcia Linn,Education,5.0,1.0,1.0,
Tim Cramer,Mathematics,1.0,3.5,2.0,
Jane Mauldon,Public Policy,3.7,2.3,7.0,
Ben Marafino,Statistics,,,,
Leila Mire,Theatre & Dance,5.0,1.0,1.0,100%
Shaivya Mishra,History,,,,
Luther Obrock,Asian Studies,,,,
Brice Particelli,English,4.3,2.9,4.0,100%
John Prusynski,Scandinavian,5.0,2.0,1.0,100%
Miranda Redmond,Environ. Sci. Policy & Mgmt.,,,,
Michael  Rodriguez-Muniz,Sociology,5.0,2.8,3.0,100%
Rachel Sutton,Legal Studies,4.0,3.0,1.0,
Edwin Ackerman,Sociology,,,,
Marlo Warburton,Interdisciplinary Studies,5.0,1.5,2.0,100%
Hamid Shomali,Economics,3.1,2.6,19.0,0%
Aimee Genell,History,5.0,3.0,1.0,100%
Fyodor Urnov,Biology,2.9,3.4,138.0,100%
Amy Lerman,Political Science,4.0,4.7,3.0,67%
Phillip Nonet,Legal Studies,5.0,4.4,10.0,100%
Dora Santana,Women's Studies,,,,
Rebecca Perlman,Political Science,,,,
Sarah Christofides,French,,,,
Anthony Palafox,Sociology,,,,
Rosa Norton,Art History,1.0,5.0,2.0,
Christian Borgs,Computer Science,,,,
Haichen  Wang,Physics,5.0,1.0,1.0,100%
Vadim Gorin,Statistics,,,,
Alan Chew,Astronomy,,,,
Mark Bevir,Political Science,4.3,3.3,8.0,100%
Dominique Hill,Theatre & Dance,,,,
Ray Oppenheimer,Theatre & Dance,,,,
Ariel Cooper,Public Health,,,,
Kelli Talaska,Mathematics,1.9,4.5,195.0,23%
Jeremy Sanchez,Statistics,4.5,3.9,29.0,100%
Chi Leung Chan,Chinese,5.0,2.0,1.0,100%
Coye Cheshire,Information Systems,5.0,3.0,1.0,
Marc-Tizoc Gonzalez,Ethnic Studies,5.0,4.5,2.0,
Stuart Freedman,Physics,2.5,3.3,4.0,
Naomi Cleghorn,Anthropology,4.2,3.6,9.0,
Santiago Oliveros,Business Administration,2.0,3.7,22.0,
Rosa Martinez,English,4.5,4.0,1.0,
Abena Osseo-Assare,History,4.6,1.2,6.0,
Avaren Ipsen,Interdisciplinary Studies,4.4,2.0,8.0,
Loren Partridge,Art History,4.5,4.5,2.0,
Kevin Quinn,Legal Studies,4.5,2.0,1.0,
Jonathan Lee,Music,3.3,3.5,2.0,
Matthew Evans,French,4.5,1.0,1.0,
Raphael Giraud,Economics,1.6,4.1,12.0,
R. Gary Black,Architecture,5.0,4.0,1.0,
Leece Lee,Ethnic Studies,3.1,3.4,5.0,
P D Nesbitt,Sociology,2.7,2.4,5.0,
Gavriel Moses,Film,4.0,2.4,11.0,
Robert Sheperd,Architecture,2.0,3.0,1.0,
Alan Drosdick,English,3.9,3.8,4.0,
Michael Iarocci,Spanish,4.8,2.5,6.0,100%
Desiree Pries,French,2.7,3.4,10.0,
John Zysman,Political Science,2.1,4.1,15.0,
Michael Mushino,Legal Studies,3.8,2.0,2.0,
Dariush Zahedi,Political Science,4.4,2.5,33.0,
Dale Loepp,Near Eastern Studies,5.0,2.0,4.0,
Linda Jewell,Landscape Architecture & Regional Planning,3.2,2.8,6.0,
Stephanie Shih,Linguistics,2.5,4.0,1.0,
David Nelson,Business Administration,3.2,3.7,6.0,
Maria Tamburrino,Music,2.2,3.7,3.0,
Arnav Sheth,Economics,1.7,3.8,8.0,
Sam Mchombo,African-American Studies,4.8,1.9,5.0,100%
T Martin,English,5.0,3.0,1.0,
Filip Filippou,Civil Engineering,3.7,3.7,20.0,
Jeffrey Hadler,Asian Studies,4.5,2.0,11.0,
Gene Irschick,History,2.8,3.5,20.0,
Alex Kocurek,Philosophy,2.0,4.0,1.0,0%
Khoa Nguyen,Mathematics,5.0,3.0,1.0,100%
Julian Jonker,Philosophy,5.0,3.0,1.0,100%
Elaine Tenant,German,4.9,2.8,4.0,
Rae Greiner,English,2.7,3.0,9.0,0%
Jon Soriano,History,,,,
David Aldous,Statistics,3.0,4.1,7.0,100%
Steven Woods,Business Administration,3.4,3.4,10.0,100%
Lisa Regan,Art History,4.3,2.8,49.0,50%
Sanjit Seshia,Computer Science,3.0,4.4,3.0,100%
Michael Wintroub,Rhetoric,4.7,2.2,12.0,100%
Lisa Trever,Art History,2.5,3.5,2.0,100%
Aung Chein,Biology,,,,
Mihaela Ifrim,Mathematics,4.0,3.5,4.0,75%
Martin Lettau,Not Specified,1.3,2.7,3.0,
Estelle Tarica,Spanish,4.8,3.8,6.0,100%
Marco Amezcua,Psychology,5.0,2.0,1.0,100%
Celia Rodriguez,Ethnic Studies,2.9,2.5,6.0,
Gibor Basri,Physics,3.1,3.0,11.0,50%
Lousie Mozingo,Landscape Architecture & Regional Planning,4.0,3.5,15.0,34%
Carolyn Chen,Ethnic Studies,4.4,3.4,3.0,67%
Michel Gelobter,Environ. Sci. Policy  Mgmt.,1.0,2.0,1.0,0%
Justin Gomer,American Studies,5.0,3.0,2.0,100%
Osagie Obasogie,Public Health,,,,
Chiara Cecchelli,Italian,,,,
Jacob Grumbach,Political Science,3.5,3.0,2.0,50%
Jamie Doudna-Cate,Chemistry,2.5,3.4,13.0,50%
Sona Kang,Nutrition,,,,
Wagstaff O'Brien,English,4.0,4.0,1.0,100%
Eva Allan,Art History,,,,
Morgan Westfall,Public Health,,,,
Sue Li Jue,Physical Education,1.0,1.0,1.0,0%
Paul Martorelli,Political Science,4.0,4.0,2.0,50%
John Matsui,Biology,5.0,1.6,9.0,100%
Charles Wohl,Physics,3.3,3.2,21.0,100%
Nikolaos Papazarkadas,Classics,3.5,4.0,9.0,67%
Costas Grigoropoulos,Engineering,2.7,2.3,7.0,50%
Peter Berck,Economics,3.2,2.7,22.0,20%
Francesco Spagnolo,Music,5.0,2.0,2.0,100%
Steven Glaser,Civil Engineering,2.6,3.0,7.0,67%
Laura Hubbard,Anthropology,2.4,2.6,28.0,
Mike Gesinski,Chemistry,4.6,3.0,5.0,
Steven Zemmelman,Social Welfare,4.0,2.0,3.0,
Francine Masiello,Spanish,4.5,2.7,3.0,
Todd Carmody,English,5.0,3.0,1.0,
Sarah Cutfield,Linguistics,4.0,2.0,1.0,
Amir Kamil,Computer Science,3.5,3.8,11.0,
Corine Stofle,French,,,,
Patricia Sholl,Mathematics,,,,
Jack Citrin,Political Science,3.6,2.8,69.0,50%
Melissa Nink,Mathematics,,,,
Kerwin Klein,History,4.3,3.1,38.0,0%
Robert Hass,English,3.9,2.6,30.0,50%
Emiliana Simon-Thomas,Psychology,4.0,2.3,25.0,
Chris Killion,Theatre & Dance,4.7,1.6,9.0,
William Nazaroff,Engineering,4.8,3.3,7.0,100%
Elizabeth Abel,English,4.1,2.9,24.0,100%
Rob Ritchie,Engineering,4.8,3.6,5.0,
. Bartlett,English,4.6,3.2,14.0,
Kirin Chaudry,Political Science,3.0,3.9,38.0,0%
Christine Trost,Political Science,4.4,3.1,8.0,
Hitoshi Murayama,Physics,5.0,3.0,8.0,100%
Mark Healey,History,3.5,3.5,16.0,
Eric Corsini,Physics,1.9,3.5,4.0,
Kyle Jennings,Psychology,2.4,3.8,12.0,
Kinga Novak,History,2.8,4.0,2.0,
Peter Evans,Sociology,3.9,2.6,9.0,
Sumi Furiya,Classics,4.2,3.6,9.0,
Steve Blank,Business Administration,4.6,2.5,4.0,
Robert Levenson,Psychology,3.8,2.4,9.0,50%
Greg Bloch,Music,5.0,3.0,3.0,
Sam Berde,Business Administration,2.5,4.5,2.0,
Martin Olsson,Mathematics,3.8,3.2,39.0,
Raphael Bousso,Physics,4.6,2.3,4.0,100%
Gina Zupsich,French,4.3,3.8,4.0,
Sara Brenneis,Spanish,3.8,3.0,3.0,
Jamie Cate,Chemistry,2.8,3.7,3.0,
Chris Jensen,English,4.0,3.4,12.0,
Xiao-Jun Zhang,Business Administration,3.0,3.4,3.0,
Jose Carmena,Cognitive Science,3.5,2.6,11.0,
Alani Hicks Bartlett,Italian,5.0,3.6,28.0,100%
Wes Leonard,Linguistics,4.5,2.2,13.0,
Charles Legere,English,4.4,1.8,4.0,
Kaveh Askari,Film,,,,
Vasundhara Sirnate,Political Science,3.8,3.5,12.0,
Sue Anne Davis,Business Administration,4.6,2.0,4.0,
Chelsea Specht,Biology,4.3,3.0,2.0,
Lara Buchak,Philosophy,4.7,3.4,15.0,100%
Joni Spigler,Art History,4.7,2.9,17.0,
Todd Barnes,Rhetoric,4.7,3.3,3.0,
M Xu,Computer Science,4.0,3.0,1.0,
Clark Nguyen,Electrical Engineering,4.7,3.3,3.0,
Jonathan Gardner,Psychology,,,,
Heather Kirn,Writing,4.3,3.7,3.0,
Jason Valadao,Naval Science,4.0,1.0,1.0,
Rebekah Compton,Art History,4.5,3.5,2.0,
Yael Braunschweig,Music,5.0,3.0,1.0,
Markus Kohl,Philosophy,4.9,4.3,6.0,100%
Mykhaylo Shkolnikov,Statistics,3.7,4.2,5.0,
Katherine Ding,English,4.2,3.3,3.0,100%
Felicia Viator,History,4.7,2.9,11.0,100%
Xu Chen,Mechanical Engineering,5.0,1.3,4.0,
Geoff Hamm,History,5.0,2.0,1.0,
Sandeep Shastri,Political Science,4.7,1.6,7.0,
Samuel Sakhai,Psychology,5.0,2.0,1.0,
Krste Asanovic,Computer Science,3.4,3.8,3.0,34%
Alexander Madva,Philosophy,4.5,2.0,2.0,
Ilya Zakharevich,Mathematics,3.0,4.8,4.0,50%
Ganesh Iyer,Business Administration,,,,
Karen Barkey,Sociology,5.0,2.0,2.0,100%
Abigail Cochran,City amp Regional Planning,,,,
Javier Cikota,History,5.0,4.0,1.0,100%
Kevin O'Brien,Political Science,3.6,3.9,5.0,100%
Julia Morris,Anthropology,1.0,3.0,1.0,0%
George Johnson,Engineering,3.8,2.4,9.0,100%
Fontini Katapodes Chow,Engineering,4.0,2.0,1.0,
Supreet Kaur,Economics,,,,
Leslie Salzinger,Sociology,3.6,3.4,15.0,100%
Archana Prakash,History,,,,
Boroka Bo,Sociology,5.0,3.8,7.0,100%
Tina Chow,Civil Engineering,3.9,2.8,9.0,34%
Niklaus Largier,Religious Studies,4.3,2.1,9.0,0%
Terri Sullivan,Women's Studies,4.2,2.3,4.0,100%
CFS Creasy,English,4.0,4.0,1.0,100%
Kelly Lemons,Landscape Architecture & Regional Planning,,,,
Alex Diesl,Mathematics,4.9,2.3,17.0,50%
Karen Feldman,German,4.0,3.3,7.0,100%
Hannah Bosley,Psychology,4.7,2.7,3.0,100%
Ivo Duijnstee,Earth & Planetary Sciences,4.0,3.0,1.0,100%
Julia Bryan-Wilson,Art History,4.8,3.2,5.0,100%
Charles Marshall,Biology,5.0,3.1,21.0,100%
Keiko Yamanaka,Asian Studies,3.6,2.5,17.0,0%
Stephanie Wells,English,,,,
Maya Sidhu,French,5.0,2.1,9.0,100%
Andrew Jones,Chinese,4.0,3.6,16.0,100%
Cody Bahir,Asian Studies,5.0,2.0,1.0,100%
Roberto Zoncu,MolecularCellular Biology,3.8,3.6,5.0,100%
Amy Tick,Rhetoric,4.7,3.3,3.0,100%
Andres Cediel,Journalism,,,,
Eliot Quataert,Astronomy,4.8,3.2,14.0,84%
R. Morris,Physical Education,3.7,2.7,3.0,
Rebecca Cover,Linguistics,5.0,1.3,3.0,
Emily Thornbury,English,4.3,3.5,12.0,100%
Paz Gutierrez,Architecture,3.1,3.9,6.0,
Samantha Henneberry,Art History,4.4,3.4,5.0,
Erica Bree Rosenblum,Environ. Sci. Policy & Mgmt.,4.5,2.0,6.0,100%
Annie Fukushima,Ethnic Studies,3.5,3.0,2.0,
Neil Tsutsui,Environ. Sci. Policy & Mgmt.,4.8,2.6,7.0,100%
Tetsushi Ogata,Peace  Conflict Studies,4.2,3.7,7.0,75%
Manuela Travaglianti,Peace  Conflict Studies,3.0,3.0,4.0,
Valkyrie Savage,Computer Science,5.0,3.0,1.0,100%
Richard Hindle,Architecture,5.0,3.0,2.0,
Aria Fani,Near Eastern Studies,5.0,2.8,5.0,100%
Matthew Freeman,Economics,5.0,4.0,1.0,100%
Kevin Gibbs,Anthropology,2.0,2.0,1.0,0%
Kimberly Christensen,Anthropology,5.0,1.3,3.0,100%
Molly Borowitz,Spanish,5.0,3.0,1.0,100%
Mark Richards,Earth amp Planetary Sciences,5.0,3.0,1.0,100%
Selim Göncü,Music,4.8,3.4,3.0,100%
Adam Barker,Slavic Languages amp Literatures,5.0,5.0,1.0,100%
Dale Carrico,Rhetoric,4.0,2.8,17.0,
Sinho Chewi,Computer Science,3.3,3.8,4.0,50%
Alexei Filippenko,Astronomy,,,,
Francisco Brito,Comparative Literature,3.5,4.2,4.0,50%
Marcus Owens,Architecture,3.3,2.7,3.0,67%
Shawn Stappen,Aerospace Studies,,,,
Vera Feinberg,German,,,,
Loic Wacquant,Sociology,2.6,4.6,30.0,67%
Cybelle Fox,Sociology,4.5,3.4,10.0,84%
Steven Weber,Political Science,3.2,3.1,37.0,67%
Meredith Fowlie,Agriculture,3.4,4.0,7.0,100%
Jeffrey Campbell,Economics,,,,
Cristina Banks,Business Administration,4.4,2.4,20.0,84%
Gerald Friedland,Computer Science,1.6,3.2,5.0,20%
Kevin Stone,Comparative Literature,,,,
Mary Vitali,Comparative Literature,,,,
Jonathan Marshall,Legal Studies,3.0,3.0,2.0,50%
Noriko Komatsu,Japanese,5.0,3.1,9.0,100%
Sandra Smith,Sociology,3.8,2.2,43.0,78%
Jesse Zymet,Linguistics,3.0,1.0,1.0,100%
Jenna Coughlin,Scandinavian,4.0,3.0,1.0,100%
Vera Serganova,Mathematics,3.6,3.8,56.0,46%
Aneri Patel,Mathematics,5.0,1.0,4.0,100%
Kam-Biu Luk,Physics,3.5,3.0,2.0,50%
Abby Dernburg,Biology,2.1,5.0,19.0,0%
Scott Shell,German,5.0,1.8,7.0,100%
Deborah McKoy,City & Regional Planning,5.0,2.0,1.0,100%
John Steel,Mathematics,2.6,2.8,40.0,56%
