Name,Department,Rating,Difficulty,Number of Reviews,Would Take Again
Eric Longfellow,Professor in the English department at University of California Berkeley,5,4.1,14,100%
Ahmad Diab,Professor in the Near Eastern Studies department at University of California Berkeley,3.1,3.5,4,50%
Morgan Jennings,Professor in the English department at University of California Berkeley,N/A,N/A,,N/A
Nicholas Gooding,Professor in the Philosophy department at University of California Berkeley,1,3,1,N/A
Stathis Gerostathopoulos,Professor in the Architecture department at University of California Berkeley,N/A,N/A,,N/A
Thomas Maimone,Professor in the Chemistry department at University of California Berkeley,4.5,4.5,5,100%
Eugene Hightower,Professor in the Psychology department at University of California Berkeley,N/A,N/A,,N/A
Andrew Atwood,Professor in the Architecture department at University of California Berkeley,5,2.5,2,100%
Dinying Sun,Professor in the Mechanical Engineering department at University of California Berkeley,1.4,5,3,N/A
Dingyi Sun,Professor in the Engineering department at University of California Berkeley,3,5,1,100%
Marta Gonzalez,Professor in the City & Regional Planning department at University of California Berkeley,3,2.4,3,100%
Angela Johnson,Professor in the Psychology department at University of California Berkeley,N/A,N/A,,N/A
Regis Barnichon,Professor in the Economics department at University of California Berkeley,4,3.4,3,100%
Matthew Sherburne,Professor in the Materials Science department at University of California Berkeley,N/A,N/A,,N/A
Naeem Zafar,Professor in the Computer Science department at University of California Berkeley,5,3,2,100%
John Elrick,Professor in the Geography department at University of California Berkeley,4.6,3.1,11,91%
Brooks Abel,Professor in the Chemistry department at University of California Berkeley,2.4,3.4,3,100%
Hengrui Luo,Professor in the Computer Science department at University of California Berkeley,5,4,1,100%
Brenda Rosado,Professor in the Italian department at University of California Berkeley,2,3,1,N/A
Edward Kaas,Professor in the Business Administration department at University of California Berkeley,2,4.5,2,N/A
Anna Dini,Professor in the Italian department at University of California Berkeley,5,2.5,2,100%
Lara Kueppers,Professor in the Earth & Planetary Sciences department at University of California Berkeley,2.8,4.3,4,34%
Christine Palmer,Professor in the American Studies department at University of California Berkeley,3.9,4,47,59%
Dini Wong,Professor in the Physical Education department at University of California Berkeley,3.9,4.1,31,59%
Beth Piatote,Professor in the Ethnic Studies department at University of California Berkeley,4.9,2.3,5,100%
John Ferrari,Professor in the Classics department at University of California Berkeley,5,3.1,24,92%
Ina Choi,Professor in the Languages department at University of California Berkeley,4.5,3.4,8,88%
Khalid Kadir,Professor in the International Studies department at University of California Berkeley,4.8,3.4,53,91%
Mia Fuller,Professor in the Italian department at University of California Berkeley,3.8,2.1,19,80%
Katherine Wagner,Professor in the Economics department at University of California Berkeley,2.7,4.2,7,43%
Saikat Chaudhuri,Professor in the Business Administration department at University of California Berkeley,4.5,3.4,5,100%
Ryan Mcwilliams,Professor in the English department at University of California Berkeley,5,3,3,100%
Jesse Nyiri,Professor in the English department at University of California Berkeley,5,3,2,100%
David Milnes,Professor in the Music department at University of California Berkeley,3.6,2.3,28,58%
Harry Burson,Professor in the Film department at University of California Berkeley,N/A,N/A,,N/A
Gary Richards,Professor in the Anthropology department at University of California Berkeley,4.4,4,46,74%
Lance Kriegsfeld,Professor in the Psychology department at University of California Berkeley,4.1,3.5,22,73%
Lisa Iwamoto,Professor in the Architecture department at University of California Berkeley,3.1,4.1,17,67%
Christopher Tomlins,Professor in the Legal Studies department at University of California Berkeley,3.4,3.3,12,78%
Ramon Grosfoguel,Professor in the Ethnic Studies department at University of California Berkeley,3.3,2.8,25,84%
Winnie Wong,Professor in the Rhetoric department at University of California Berkeley,3.6,3.6,16,70%
Lila Huettemann,Professor in the Languages department at University of California Berkeley,3.2,4.1,8,N/A
Dana Buntrock,Professor in the Architecture department at University of California Berkeley,2.9,3.9,10,50%
Josh Hug,Professor in the Engineering department at University of California Berkeley,5,4,76,97%
Vivek Shende,Professor in the Mathematics department at University of California Berkeley,2.2,4,27,28%
Spencer Adams,Professor in the Rhetoric department at University of California Berkeley,N/A,N/A,,N/A
Kelly Agnew,Professor in the Biology department at University of California Berkeley,N/A,N/A,,N/A
Paola Bacchetta,Professor in the Women's Studies department at University of California Berkeley,3.1,2.8,39,63%
Khiara Bridges,Professor in the Law department at University of California Berkeley,N/A,N/A,,N/A
Alexandra Pfiffner,Professor in the Linguistics department at University of California Berkeley,5,3.4,10,100%
Michal Reznizki,Professor in the English department at University of California Berkeley,3.9,3.4,4,100%
Jason Vivrette,Professor in the Italian department at University of California Berkeley,5,2,14,100%
Jitendra Malik,Professor in the Computer Science department at University of California Berkeley,4,2.8,4,50%
Barbara Barnes,Professor in the Women's Studies department at University of California Berkeley,5,2.8,73,87%
Nora Melnikova,Professor in the Languages department at University of California Berkeley,4.9,3,9,100%
Michael Larice,Professor in the City & Regional Planning department at University of California Berkeley,3.1,4.1,18,77%
Clayton Radke,Professor in the Chemical Engineering department at University of California Berkeley,4.1,4.1,32,100%
Richie Kim,Professor in the Philosophy department at University of California Berkeley,5,3.9,26,100%
Jingshen  Wang,Professor in the Public Health department at University of California Berkeley,N/A,N/A,,N/A
Erika  Weissinger,Professor in the Public Policy department at University of California Berkeley,5,2,4,100%
Darren Cooke,Professor in the Business Administration department at University of California Berkeley,4,1.5,2,100%
Christina Bejarano,Professor in the Landscape Architecture & Regional Planning department at University of California Berkeley,2,3,1,N/A
Sarah Chasins,Professor in the Computer Science department at University of California Berkeley,5,2,1,100%
Simo Cocco,Professor in the Italian department at University of California Berkeley,N/A,N/A,,N/A
Devin Coleman-Derr,Professor in the Plant Biology department at University of California Berkeley,4.5,3.5,2,100%
Justin  Davidson,Professor in the Spanish department at University of California Berkeley,5,2.8,4,100%
Ian Kivelin  Davis,"Professor in the Art, Media, & Design department at University of California Berkeley",N/A,N/A,,N/A
Derfogail Delcassian,Professor in the Bioengineering department at University of California Berkeley,1,5,1,N/A
Mengxuan Yang,Professor in the Mathematics department at University of California Berkeley,N/A,N/A,,N/A
Katherine Mezur,Professor in the Comparative Literature department at University of California Berkeley,3.7,2.7,3,100%
Daniela Cammack,Professor in the Political Science department at University of California Berkeley,3.6,3.4,38,71%
Koushil Sreenath,Professor in the Mechanical Engineering department at University of California Berkeley,4.5,3.9,4,100%
Yoko Hasegawa,Professor in the East Asian Studies department at University of California Berkeley,N/A,N/A,,N/A
Laura Hassner,Professor in the Business Administration department at University of California Berkeley,N/A,N/A,,N/A
Will Hymer,Professor in the Statistics department at University of California Berkeley,5,2.5,2,100%
Bec Imrich,"Professor in the Art, Media, & Design department at University of California Berkeley",N/A,N/A,,N/A
Michael Jansson,Professor in the Economics department at University of California Berkeley,5,3,1,100%
Rucker Johnson,Professor in the Public Policy department at University of California Berkeley,N/A,N/A,,N/A
Ali Kashani,Professor in the Philosophy department at University of California Berkeley,N/A,N/A,,N/A
Micah Khater,Professor in the African-American Studies department at University of California Berkeley,5,2.5,2,100%
Laurie Wilkie,Professor in the Anthropology department at University of California Berkeley,3.6,2,34,100%
Penny Weiser,Professor in the Earth Science department at University of California Berkeley,4.8,1.3,4,100%
Janaki Bakhle,Professor in the History department at University of California Berkeley,2,3.5,2,0%
Harry Scheiber,Professor in the Legal Studies department at University of California Berkeley,3,1.5,2,0%
Fraydoun Rezakhanlou,Professor in the Mathematics department at University of California Berkeley,3.5,3.9,38,N/A
